LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PoolArea,YrSold,MoSold,Neighborhood,HouseStyle,GarageType,ExterCond,SalePrice
13238,6,9,2008,1974,245.0,3512,2,0,3,2,11,1,3,591.0,0,2015,4,Sunnyvale,2Story,Attached,Fair,492700
10392,8,9,2006,1982,591.0,3885,2,0,3,2,5,2,2,805.0,0,2020,5,Old Town,SplitLevel,Detached,Average,513300
3804,2,2,1974,1966,2201.0,3741,2,1,2,1,11,2,0,545.0,400,2015,8,Lakeside,1Story,None,Good,593300
8052,1,2,2021,2019,1947.0,2760,3,1,5,1,6,0,0,25.0,200,2023,9,Greenfield,2Story,Attached,Poor,385900
19905,8,1,1958,1966,367.0,3530,1,1,4,2,4,0,3,,400,2022,7,Northgate,SplitLevel,None,Excellent,506200
11942,9,5,2009,2006,437.0,2075,3,0,3,2,10,1,3,738.0,0,2022,4,Sunnyvale,SplitLevel,Detached,Excellent,412100
17551,1,10,2018,1968,618.0,3457,3,1,3,2,7,0,2,535.0,200,2019,11,Greenfield,2Story,Detached,Average,486500
11996,7,5,1996,1994,1347.0,3153,3,0,4,1,5,1,2,521.0,0,2020,8,Northgate,SplitLevel,None,Average,481100
12540,5,3,1994,2008,1609.0,3494,2,0,5,1,6,0,3,828.0,0,2022,12,Suburbia,2Story,Detached,Poor,487200
7090,1,9,2010,1984,1542.0,959,2,0,4,1,4,2,2,644.0,200,2021,1,Suburbia,SplitLevel,Detached,Excellent,285400
9645,4,2,1980,2015,1891.0,1210,3,1,5,1,7,0,2,469.0,200,2019,8,Downtown,2Story,Detached,Fair,346300
8588,5,8,1960,2002,248.0,2003,2,0,4,2,10,1,2,685.0,0,2019,6,Greenfield,1.5Story,None,Average,341600
14111,9,9,1988,1976,2490.0,3199,1,0,3,1,11,2,2,829.0,0,2017,2,Greenfield,2Story,Attached,Poor,526200
14938,9,8,1959,1960,1599.0,878,2,0,3,1,10,2,2,104.0,200,2019,7,Oakwood,1.5Story,None,Poor,321500
3009,9,1,1984,1963,15.0,3518,2,0,1,1,4,0,3,507.0,400,2023,12,Lakeside,SplitLevel,,Average,544300
5590,1,8,2013,1988,881.0,3365,1,0,4,1,5,0,1,587.0,0,2019,7,Greenfield,2Story,Attached,Poor,400000
15373,3,10,1970,2011,1482.0,3641,3,0,3,2,8,0,0,652.0,400,2020,5,Lakeside,2Story,BuiltIn,Average,545600
5711,7,3,2003,1998,1918.0,2886,1,0,5,1,6,1,3,175.0,200,2022,1,Northgate,SplitLevel,None,Fair,491900
7875,6,8,1995,1958,2278.0,1688,1,0,3,2,11,0,1,181.0,0,2023,3,Riverside,1.5Story,Detached,Average,392100
17075,9,8,1969,2001,124.0,3912,3,1,3,2,7,2,2,232.0,200,2016,3,Northgate,2Story,Attached,Poor,499000
7171,4,8,2007,1966,1841.0,1813,3,0,3,2,5,0,0,199.0,200,2022,12,Northgate,1.5Story,None,Good,394200
17036,9,1,1988,2000,392.0,1753,1,1,2,1,10,0,1,868.0,200,2022,12,Hillcrest,2Story,None,Poor,321700
19048,2,2,1954,1998,109.0,1848,3,1,2,2,6,1,0,41.0,400,2023,3,Northgate,SplitLevel,None,Good,286000
8750,5,1,2008,1982,521.0,2791,1,0,1,2,5,1,2,495.0,200,2020,5,Suburbia,1.5Story,BuiltIn,Excellent,439700
5192,6,8,2008,1967,1642.0,3719,1,0,1,1,4,1,3,371.0,0,2019,12,Hillcrest,1.5Story,BuiltIn,Good,577900
14362,9,9,1999,1955,2425.0,4399,3,1,4,1,5,2,3,,200,2016,3,Old Town,SplitLevel,Detached,Average,696300
5427,4,1,1983,2019,1532.0,1682,3,1,1,1,9,0,3,155.0,0,2022,1,Greenfield,2Story,BuiltIn,Average,320400
15323,3,9,1967,1998,479.0,1421,1,0,2,2,6,1,1,95.0,200,2019,8,Northgate,SplitLevel,BuiltIn,Excellent,265500
7330,6,1,1958,1986,1986.0,3783,1,1,1,1,3,2,1,566.0,0,2017,8,Downtown,SplitLevel,BuiltIn,Average,567000
19029,4,5,2012,1964,347.0,1698,1,0,4,1,5,1,2,646.0,400,2020,8,Suburbia,SplitLevel,Attached,Poor,289600
13568,4,4,1996,2001,1656.0,2052,3,1,4,1,4,2,2,412.0,200,2020,9,Hillcrest,2Story,None,Poor,388700
5027,10,1,2013,1998,474.0,3749,1,1,5,2,6,0,3,584.0,0,2017,11,Riverside,2Story,Detached,Average,548600
10679,3,6,1988,2013,1977.0,4340,3,1,5,2,4,2,3,594.0,400,2021,12,Suburbia,1Story,None,Poor,595000
17060,2,3,1998,2003,928.0,1840,1,1,2,2,6,0,0,879.0,0,2016,7,Hillcrest,1Story,Attached,Poor,290500
3767,7,5,2013,1991,1485.0,3364,1,1,4,1,9,0,0,166.0,0,2022,4,Oakwood,1Story,BuiltIn,Poor,450200
12817,5,8,1988,1979,545.0,2190,1,1,4,2,3,0,3,569.0,400,2017,9,Lakeside,1Story,None,Poor,362400
10057,7,2,1972,2000,1521.0,4023,1,1,1,2,6,0,3,,0,2020,7,Lakeside,1.5Story,BuiltIn,Fair,562100
16673,7,3,1989,1955,941.0,2669,1,0,3,1,5,1,2,260.0,0,2023,5,Riverside,1Story,Attached,Poor,408700
19184,10,7,1993,1966,1637.0,678,3,0,1,1,4,1,0,,0,2022,8,Greenfield,2Story,None,Good,293800
5557,6,6,2017,1979,744.0,2927,2,1,3,1,9,2,0,623.0,200,2020,8,Oakwood,SplitLevel,Detached,Average,429400
7637,10,4,1973,2010,1840.0,4005,3,0,3,2,9,1,2,616.0,0,2017,5,Oakwood,2Story,Detached,Excellent,612400
7670,8,8,1971,1999,528.0,2334,3,1,3,2,3,2,0,765.0,0,2015,6,Old Town,1.5Story,Detached,Good,385100
3726,10,5,1970,1963,869.0,1694,1,0,4,1,7,2,2,756.0,400,2016,4,Downtown,2Story,Detached,Average,400900
4549,8,5,2020,2018,1253.0,637,1,1,1,1,9,1,1,182.0,400,2020,6,Downtown,2Story,Attached,Good,308500
19087,7,7,2003,2008,441.0,2129,1,0,1,1,3,0,0,303.0,200,2023,1,Suburbia,SplitLevel,BuiltIn,Fair,339600
18463,7,8,1980,2009,2222.0,2760,2,1,1,2,3,1,0,142.0,0,2023,8,Sunnyvale,SplitLevel,Attached,Poor,459400
13433,9,7,1985,1975,2302.0,2463,2,1,4,1,10,1,1,584.0,200,2017,9,Lakeside,1.5Story,BuiltIn,Good,545200
7431,10,9,1974,1980,556.0,3237,1,1,2,2,8,2,2,350.0,0,2023,9,Suburbia,2Story,Detached,Poor,455600
3055,1,6,2017,1977,2094.0,3110,2,1,3,2,10,1,2,,0,2016,9,Northgate,SplitLevel,Attached,Poor,451200
19380,5,9,1966,1993,2316.0,3117,3,1,4,2,4,0,1,338.0,0,2017,11,Northgate,1Story,BuiltIn,Average,515600
5964,7,10,1971,1961,901.0,2001,2,0,2,2,10,1,2,230.0,200,2019,10,Northgate,SplitLevel,BuiltIn,Fair,368400
19157,5,9,2014,2011,185.0,2259,2,0,1,1,8,2,2,255.0,0,2016,9,Sunnyvale,2Story,BuiltIn,Average,355600
6093,4,2,2021,2019,1408.0,1851,2,1,2,2,8,0,2,417.0,0,2022,2,Northgate,2Story,BuiltIn,Good,349200
5082,4,2,1974,2020,459.0,4140,2,1,2,1,4,0,1,319.0,400,2016,6,Lakeside,1Story,None,Excellent,548100
6083,9,5,2017,1957,1793.0,1219,1,0,2,1,10,0,0,583.0,0,2022,12,Hillcrest,SplitLevel,Attached,Average,327500
12155,7,1,1972,2014,,771,3,0,2,2,10,0,1,761.0,0,2023,1,Lakeside,2Story,Detached,Good,280700
14284,3,8,2017,1963,1371.0,2656,2,1,5,2,6,0,3,178.0,0,2023,2,Suburbia,1Story,Attached,Good,437700
19388,3,6,2016,1990,39.0,3511,1,0,3,1,5,0,3,332.0,0,2017,9,Suburbia,2Story,Attached,Poor,398800
14653,10,9,1988,2015,1791.0,2521,1,0,3,2,5,2,3,545.0,0,2016,7,Greenfield,1.5Story,Attached,Excellent,469700
19244,6,1,2017,1982,763.0,3128,2,0,1,2,11,2,0,844.0,0,2018,11,Oakwood,1Story,Attached,Average,450700
8536,8,6,2019,1996,1876.0,2192,2,0,3,2,5,0,1,885.0,0,2023,12,Old Town,1.5Story,,Average,399000
3769,3,10,1980,1960,817.0,1448,2,1,5,2,8,2,3,,200,2023,3,Hillcrest,1Story,Detached,Good,323600
9313,7,9,1976,1966,753.0,3987,1,1,4,1,11,0,2,460.0,0,2015,11,Suburbia,1.5Story,BuiltIn,Excellent,556400
3529,3,2,1988,2008,216.0,2819,2,1,2,2,3,0,2,109.0,0,2021,6,Sunnyvale,1.5Story,None,Good,398800
6266,9,8,1997,2006,2.0,2042,2,1,1,2,5,2,0,696.0,400,2019,10,Riverside,2Story,Attached,Excellent,400700
11329,8,4,1968,1951,1330.0,2630,2,1,1,1,4,1,2,260.0,400,2018,11,Riverside,SplitLevel,Detached,Excellent,504100
7543,10,1,1974,1970,220.0,3500,3,0,4,1,7,1,0,837.0,400,2015,11,Riverside,1Story,Attached,Excellent,540500
12017,4,5,1957,1998,1740.0,3182,2,0,4,1,8,1,1,326.0,400,2018,2,Suburbia,1Story,Detached,Good,508000
12184,7,4,2002,1982,2310.0,1429,1,0,3,1,10,0,1,64.0,0,2020,10,Old Town,1Story,Attached,Fair,330000
14695,3,4,1960,2020,2397.0,3610,3,1,1,1,7,2,1,514.0,0,2022,3,Oakwood,1Story,BuiltIn,Excellent,557500
9295,7,7,1989,1956,2135.0,4203,2,1,1,2,9,2,1,252.0,0,2018,12,Old Town,1Story,BuiltIn,Poor,588300
8713,5,7,2007,1999,1686.0,3131,2,0,4,1,9,2,3,757.0,200,2020,7,Riverside,SplitLevel,Detached,Poor,518300
5717,7,7,1981,1999,2128.0,2384,2,1,1,1,8,0,1,753.0,0,2023,5,Riverside,1.5Story,BuiltIn,Good,478500
15975,1,1,1951,2008,732.0,1511,2,0,4,2,8,0,3,89.0,200,2016,2,Lakeside,1Story,BuiltIn,Fair,274200
15951,6,4,2012,1990,966.0,2220,2,0,4,2,3,1,1,770.0,200,2021,10,Suburbia,SplitLevel,BuiltIn,Good,408500
12823,5,3,2006,1999,216.0,3925,2,0,2,2,11,0,0,36.0,0,2017,10,Northgate,SplitLevel,BuiltIn,Average,467500
7910,1,2,2010,1968,1278.0,3589,2,0,1,2,8,1,0,450.0,0,2017,9,Suburbia,2Story,Attached,Fair,449300
3163,9,7,2007,1980,1542.0,4054,3,0,2,2,6,0,2,60.0,0,2022,12,Suburbia,2Story,None,Good,613400
8415,3,3,1962,1982,846.0,1214,3,0,2,2,11,1,3,387.0,200,2016,5,Sunnyvale,1.5Story,BuiltIn,Poor,243200
17686,7,7,2003,1952,1548.0,1830,3,0,1,1,5,1,3,293.0,0,2020,4,Downtown,SplitLevel,BuiltIn,Average,427000
14151,8,6,2007,1973,611.0,3313,1,0,2,2,4,1,2,109.0,0,2016,5,Hillcrest,1.5Story,Detached,Excellent,531900
12235,7,8,1953,1950,758.0,3544,1,0,5,2,10,0,2,116.0,0,2019,11,Greenfield,1Story,BuiltIn,Average,480600
11245,4,5,1964,1976,1391.0,1449,1,0,2,2,9,2,1,751.0,0,2016,8,Northgate,2Story,None,Good,307600
19369,2,6,1950,2012,1573.0,1276,1,0,4,2,10,0,1,75.0,0,2022,2,Downtown,2Story,BuiltIn,Poor,265400
13921,1,9,2018,2017,1042.0,4065,1,1,3,2,11,2,2,641.0,0,2023,7,Suburbia,1.5Story,Detached,Excellent,530900
3793,2,5,1972,1963,220.0,4306,3,1,3,2,9,1,1,246.0,0,2015,1,Hillcrest,SplitLevel,Detached,Good,542100
4750,10,9,1956,1996,521.0,2398,2,0,1,1,5,1,0,219.0,0,2018,6,Riverside,1Story,Attached,Poor,367900
18563,1,1,2010,1955,2098.0,947,1,1,1,1,5,2,1,11.0,400,2018,7,Riverside,SplitLevel,Detached,Excellent,305300
7531,9,10,1962,1976,1992.0,846,1,1,5,1,8,1,3,608.0,200,2018,4,Greenfield,1.5Story,BuiltIn,Good,360900
15600,10,3,2019,1977,812.0,3680,3,1,4,1,3,0,3,55.0,0,2019,12,Old Town,1Story,BuiltIn,Excellent,583100
16296,4,10,2016,2013,531.0,1153,3,0,5,1,3,0,1,53.0,0,2023,11,Sunnyvale,1.5Story,None,Fair,255100
8251,2,9,2004,2020,1301.0,3450,2,0,1,1,10,0,1,495.0,0,2019,9,Suburbia,1Story,BuiltIn,Excellent,469700
9910,10,7,1985,2000,1620.0,3069,2,1,1,1,6,2,2,25.0,0,2017,5,Greenfield,2Story,,Average,509900
18635,5,2,2003,2019,1292.0,3566,3,0,3,1,10,0,2,522.0,0,2023,11,Oakwood,1Story,None,Good,515800
12752,10,3,1961,1994,1780.0,2764,3,0,5,2,4,2,1,579.0,200,2015,12,Hillcrest,2Story,Detached,Excellent,543100
11666,6,9,1961,1961,2411.0,1646,2,1,1,1,3,1,2,48.0,0,2022,12,Suburbia,1Story,None,Poor,365800
17277,2,4,1991,1951,706.0,3697,3,0,2,1,7,1,2,766.0,200,2022,9,Old Town,1Story,BuiltIn,Fair,471400
8978,4,6,1951,2018,2094.0,2193,3,1,4,1,8,0,1,,0,2021,1,Oakwood,SplitLevel,None,Fair,385000
17512,2,7,2020,1968,623.0,2845,2,1,3,1,6,0,3,222.0,0,2015,9,Downtown,2Story,Detached,Fair,419200
16417,7,5,2001,1955,342.0,4367,2,0,5,2,3,0,0,556.0,400,2023,6,Hillcrest,2Story,None,Excellent,595800
10128,9,10,2015,1964,,2508,1,0,5,2,10,2,1,630.0,400,2017,1,Suburbia,2Story,Detached,Average,442200
11553,8,3,2020,1976,1274.0,882,1,1,4,2,8,2,1,385.0,400,2019,2,Old Town,SplitLevel,None,Excellent,296700
13015,8,4,1991,1993,1177.0,2042,2,1,1,2,6,0,3,823.0,0,2023,10,Hillcrest,2Story,None,Excellent,419000
7612,8,1,1982,1961,1242.0,3877,1,1,5,1,5,1,0,366.0,400,2017,12,Suburbia,2Story,Detached,Excellent,555500
8435,6,6,1978,1957,1775.0,1039,2,1,2,2,9,1,3,,0,2016,12,Old Town,2Story,BuiltIn,Average,288500
17565,5,7,1984,2021,1510.0,1099,2,1,2,1,5,1,0,8.0,400,2021,9,Riverside,1.5Story,BuiltIn,Fair,308100
5891,6,7,1998,1988,2350.0,3409,3,1,2,2,11,0,1,,0,2019,4,Suburbia,SplitLevel,Attached,Excellent,557700
12865,1,7,1958,1959,868.0,3400,2,1,1,2,7,2,1,555.0,0,2021,7,Oakwood,2Story,None,Fair,398100
19462,6,2,2009,1985,468.0,3715,3,0,1,1,7,0,3,176.0,200,2020,3,Downtown,1Story,BuiltIn,Excellent,561100
8560,6,7,1980,1975,1138.0,2590,2,1,2,2,5,0,3,769.0,0,2017,10,Old Town,1Story,,Average,403300
19312,6,1,1959,1973,1415.0,4211,1,1,5,2,4,1,1,255.0,0,2022,7,Riverside,2Story,Attached,Fair,536400
9881,5,10,2004,2008,553.0,1161,3,1,1,1,3,0,0,432.0,0,2019,4,Downtown,1Story,Attached,Excellent,308500
12105,5,1,1963,1956,632.0,2134,2,0,4,1,7,1,3,452.0,400,2021,4,Hillcrest,1Story,Detached,Good,385000
16891,10,2,1988,2013,464.0,4445,3,1,5,2,3,2,2,,200,2017,7,Hillcrest,1Story,BuiltIn,Poor,607400
11308,3,8,1973,2006,2180.0,1933,3,1,3,1,8,1,2,,0,2021,4,Suburbia,SplitLevel,None,Good,391600
16121,3,10,1994,1952,938.0,741,1,0,2,2,5,1,0,150.0,0,2022,10,Suburbia,2Story,Detached,Average,201300
19724,1,3,1984,1952,1656.0,885,3,0,4,2,8,0,3,389.0,0,2019,10,Old Town,2Story,Attached,Fair,216600
16149,10,7,1983,1959,1301.0,2005,3,1,1,1,9,2,3,429.0,0,2016,10,Oakwood,1Story,BuiltIn,Fair,436500
17837,2,5,2013,1962,2499.0,2073,3,0,5,2,11,2,3,542.0,0,2023,8,Northgate,2Story,BuiltIn,Average,402900
6726,10,1,2010,1983,829.0,3538,1,1,1,1,3,0,1,584.0,0,2023,2,Greenfield,SplitLevel,None,Fair,502500
5071,10,2,2001,2011,2395.0,1680,3,1,4,1,5,2,1,345.0,400,2019,6,Downtown,SplitLevel,Detached,Average,473000
19406,8,1,2000,1968,1708.0,2358,2,1,2,1,10,0,2,663.0,200,2017,6,Sunnyvale,2Story,None,Average,452800
15199,1,8,1982,2022,658.0,3411,3,1,2,2,8,1,1,873.0,0,2023,7,Oakwood,1.5Story,Attached,Poor,390800
6224,1,1,1987,2017,852.0,2955,1,0,5,1,8,2,0,503.0,0,2015,7,Riverside,1Story,None,Fair,374600
9943,2,6,1960,1952,2295.0,635,1,1,3,1,3,1,3,311.0,0,2018,2,Old Town,2Story,Detached,Excellent,272400
9801,9,4,2013,1995,,4413,3,1,1,2,8,2,1,95.0,0,2015,1,Lakeside,SplitLevel,None,Good,647500
9420,5,7,2000,1957,874.0,3926,1,0,5,2,6,0,1,583.0,0,2018,5,Suburbia,SplitLevel,Detached,Poor,473300
9514,8,9,1951,1980,2089.0,4039,3,0,2,2,11,1,0,631.0,0,2023,12,Sunnyvale,SplitLevel,BuiltIn,Poor,578700
10446,9,10,1985,1989,2236.0,2694,1,1,1,1,4,2,2,128.0,0,2015,10,Hillcrest,1Story,Detached,Average,539800
3851,5,10,2020,1962,1296.0,3821,3,0,2,1,7,2,2,274.0,400,2023,7,Riverside,1.5Story,Detached,Excellent,622000
3374,7,4,1984,1968,721.0,3211,2,1,2,1,10,1,2,889.0,0,2015,5,Oakwood,SplitLevel,None,Excellent,501100
3571,6,2,1972,1974,1474.0,3980,2,1,4,2,6,2,2,202.0,0,2019,8,Northgate,SplitLevel,Attached,Poor,545900
5120,8,8,2007,2009,2053.0,3452,1,0,5,2,9,0,2,276.0,0,2023,10,Oakwood,SplitLevel,BuiltIn,Good,553400
4324,8,4,2014,2007,869.0,4296,2,1,1,1,6,0,1,741.0,400,2023,11,Greenfield,1Story,Detached,Average,595000
14555,2,3,1990,1953,377.0,1131,3,1,1,2,4,0,1,104.0,200,2020,2,Hillcrest,2Story,None,Poor,234500
3161,4,9,2008,2006,1036.0,1187,3,1,4,1,4,0,2,367.0,200,2020,11,Greenfield,1Story,BuiltIn,Fair,277600
19538,8,2,1980,1968,647.0,3077,3,0,3,1,11,2,1,367.0,200,2020,8,Old Town,1.5Story,Attached,Average,461800
17820,1,4,2017,2012,584.0,2538,3,1,3,2,4,2,1,264.0,0,2023,10,Northgate,2Story,Attached,Poor,323300
8986,9,8,1999,1974,765.0,1593,3,0,5,2,3,2,1,337.0,400,2018,5,Sunnyvale,1.5Story,BuiltIn,Average,382700
4353,6,2,1970,1987,,1581,2,0,4,1,9,0,0,201.0,0,2018,8,Suburbia,2Story,None,Excellent,282400
15611,4,10,1955,2007,1303.0,3215,1,1,4,2,3,0,0,366.0,0,2021,4,Downtown,1Story,None,Average,473000
3190,2,10,2022,1955,2278.0,1233,1,0,4,1,8,1,1,14.0,0,2020,8,Riverside,2Story,Attached,Good,333100
4792,8,3,1972,1965,1687.0,2399,2,1,2,1,4,0,0,339.0,400,2016,7,Suburbia,SplitLevel,Attached,Excellent,449300
18070,6,2,1988,1958,2415.0,1175,2,1,4,1,8,1,2,178.0,0,2018,12,Sunnyvale,2Story,Detached,Average,357300
17295,5,2,1977,1963,,2338,1,0,5,1,6,1,3,587.0,0,2020,7,Greenfield,2Story,None,Excellent,379600
13617,2,6,1972,1992,1377.0,2946,1,0,1,2,9,2,3,514.0,0,2021,12,Sunnyvale,1Story,None,Poor,407200
7452,6,2,1988,1988,1100.0,2698,3,1,3,1,8,2,2,685.0,0,2015,11,Lakeside,2Story,None,Poor,454100
4376,4,5,2017,1950,1614.0,3246,1,0,3,1,8,1,1,185.0,0,2017,10,Oakwood,SplitLevel,None,Excellent,482600
19405,1,10,2011,2017,1250.0,1178,1,0,1,2,7,0,0,634.0,0,2023,12,Northgate,SplitLevel,Detached,Fair,246400
15234,4,10,1990,1960,2112.0,691,3,0,3,1,10,1,2,498.0,0,2015,7,Lakeside,SplitLevel,Attached,Fair,335800
3545,2,1,1974,1989,1109.0,4239,3,1,5,2,3,2,0,666.0,0,2022,12,Lakeside,1Story,None,Good,542300
11529,2,6,1980,1997,1665.0,2961,1,1,2,1,6,0,3,596.0,0,2023,7,Hillcrest,1Story,BuiltIn,Good,461700
6373,3,4,2006,1981,,2976,3,1,5,1,4,0,3,,400,2019,2,Riverside,1Story,Attached,Poor,421800
5193,6,10,1978,1997,246.0,645,3,0,3,2,3,0,1,197.0,0,2015,4,Suburbia,2Story,None,Fair,208100
8797,4,2,1966,2015,748.0,3997,1,1,5,1,4,2,2,808.0,0,2017,8,Old Town,2Story,BuiltIn,Average,470600
8699,6,5,2006,2010,525.0,2738,2,0,3,1,6,0,2,513.0,400,2017,3,Suburbia,1.5Story,None,Poor,426000
15039,5,8,2017,2021,2142.0,1536,3,0,5,1,8,0,2,520.0,200,2017,7,Oakwood,2Story,Attached,Poor,339800
17082,10,8,1977,2016,510.0,3437,2,1,1,1,9,2,1,773.0,400,2021,11,Old Town,2Story,Detached,Average,506100
12832,2,7,1979,1951,363.0,1917,2,0,5,1,10,0,2,865.0,0,2019,2,Downtown,SplitLevel,None,Poor,273500
13636,6,1,1991,2010,1331.0,3167,1,0,5,2,6,1,1,393.0,0,2015,6,Suburbia,SplitLevel,Detached,Good,467900
13106,10,9,1952,1956,1592.0,2891,2,0,3,2,3,1,2,819.0,0,2017,11,Riverside,SplitLevel,,Average,532600
9488,2,2,1969,1976,947.0,1342,3,1,5,1,7,1,1,28.0,0,2023,11,Lakeside,1.5Story,Attached,Fair,294500
16081,6,5,1973,1952,1198.0,721,2,0,1,2,10,2,2,641.0,200,2019,10,Northgate,1.5Story,,Fair,257300
19377,9,3,1951,2018,1876.0,3903,2,0,3,1,11,1,2,820.0,0,2019,10,Sunnyvale,1Story,,Poor,555000
16746,9,1,2016,1976,954.0,1704,2,1,4,1,10,2,0,814.0,0,2016,9,Downtown,SplitLevel,Attached,Good,413200
15775,8,6,1989,1992,,2794,3,1,5,1,11,2,0,243.0,0,2020,4,Riverside,SplitLevel,,Average,434900
11906,3,4,1953,1956,27.0,3982,1,1,2,2,6,1,0,878.0,0,2016,3,Downtown,2Story,Attached,Good,461100
7406,3,4,1988,1993,1175.0,630,1,1,2,1,8,0,0,35.0,0,2015,4,Hillcrest,SplitLevel,Attached,Poor,220100
11838,9,6,2002,1979,508.0,1745,2,0,1,1,4,2,0,544.0,0,2019,5,Greenfield,1.5Story,Detached,Average,298600
10052,6,7,1976,2010,1942.0,629,3,1,3,1,7,2,1,171.0,200,2020,3,Hillcrest,SplitLevel,None,Average,272300
12911,5,2,1975,1998,2276.0,4201,1,0,4,1,4,2,3,422.0,0,2016,12,Greenfield,SplitLevel,BuiltIn,Average,588200
10693,2,6,1981,2005,1043.0,2411,2,1,3,2,9,2,1,473.0,0,2023,10,Old Town,1.5Story,BuiltIn,Poor,326100
19314,6,5,1981,2003,1317.0,1439,3,0,2,1,8,1,3,463.0,200,2018,4,Northgate,SplitLevel,Detached,Good,354900
19052,5,10,1986,1957,855.0,2344,1,1,5,2,5,1,2,587.0,0,2019,1,Hillcrest,1Story,Attached,Average,403000
11754,9,7,1969,1979,714.0,3714,2,1,3,1,9,2,1,629.0,0,2018,11,Suburbia,2Story,Attached,Poor,470900
18317,10,8,2008,1967,220.0,1075,1,0,5,1,7,1,3,449.0,400,2015,6,Suburbia,2Story,None,Excellent,336400
12766,7,2,1996,1959,2249.0,2702,2,1,2,2,11,1,1,27.0,0,2020,7,Lakeside,2Story,Attached,Excellent,522200
17755,7,4,1959,1992,1951.0,3869,2,0,5,2,11,0,1,142.0,0,2017,10,Old Town,SplitLevel,Attached,Excellent,533100
8907,10,7,1951,1965,131.0,1262,1,1,2,2,5,2,1,140.0,0,2020,3,Downtown,SplitLevel,BuiltIn,Good,353000
9588,8,2,1980,1995,598.0,3032,1,0,5,1,4,1,3,125.0,400,2021,2,Old Town,SplitLevel,Detached,Fair,449800
6719,2,8,2020,1986,2151.0,1604,3,0,4,2,8,0,2,455.0,0,2018,1,Downtown,2Story,None,Good,419700
14493,8,1,1978,2013,2311.0,3088,1,0,3,1,11,0,1,,200,2022,5,Riverside,2Story,None,Average,526700
7748,7,10,1992,2002,1076.0,1558,1,0,2,1,9,2,3,196.0,0,2020,7,Riverside,1.5Story,Attached,Average,349500
9190,7,3,1965,2012,2417.0,1463,2,0,4,1,3,1,0,725.0,0,2020,3,Sunnyvale,1.5Story,Attached,Average,363700
3845,10,9,1950,1973,1120.0,3871,1,1,4,1,10,2,1,893.0,0,2023,2,Downtown,1.5Story,Attached,Good,609000
14425,8,3,1991,1964,871.0,2935,3,0,2,2,7,1,2,406.0,400,2017,6,Oakwood,1.5Story,None,Good,475200
10777,2,3,1954,2004,1986.0,3347,3,0,1,2,9,0,0,720.0,0,2023,6,Oakwood,SplitLevel,Attached,Average,471600
14296,3,9,1950,2007,156.0,1851,2,0,1,2,6,0,0,115.0,0,2023,8,Northgate,1Story,None,Average,283700
18934,6,3,1993,1987,703.0,3125,3,1,1,2,11,0,1,683.0,0,2015,3,Oakwood,1.5Story,Detached,Excellent,474600
5779,1,5,2013,2003,1947.0,2941,3,1,2,1,6,1,1,725.0,0,2017,12,Downtown,2Story,None,Average,475700
4324,8,4,2014,2007,869.0,4296,2,1,1,1,6,0,1,741.0,400,2023,11,Greenfield,1Story,Detached,Average,592700
7566,5,2,2010,2009,302.0,1005,1,1,4,1,8,0,3,691.0,0,2017,7,Greenfield,1Story,BuiltIn,Average,211700
19940,10,6,1973,1956,1957.0,1146,2,1,4,2,7,2,1,703.0,400,2019,7,Sunnyvale,2Story,Detached,Average,378900
18504,10,4,1956,1986,464.0,840,1,0,5,2,10,2,3,717.0,400,2017,11,Greenfield,SplitLevel,Detached,Good,285600
4685,5,7,1964,2011,972.0,3439,2,1,3,1,6,2,2,,400,2021,12,Northgate,1Story,None,Excellent,524900
10577,6,3,2009,1998,971.0,2035,2,0,1,2,10,0,2,671.0,0,2022,7,Greenfield,2Story,Detached,Fair,330800
5278,3,9,1959,1975,214.0,1664,1,1,5,2,7,2,3,835.0,0,2015,2,Downtown,2Story,None,Good,321700
11680,5,1,1993,1962,695.0,3408,1,1,1,1,4,1,0,785.0,0,2015,5,Greenfield,SplitLevel,None,Average,448700
15647,4,7,1998,1995,1296.0,1431,1,1,4,2,9,0,0,740.0,0,2023,2,Northgate,1.5Story,Detached,Fair,234300
18034,7,10,1993,1972,685.0,1293,2,0,4,2,6,2,0,525.0,0,2020,5,Lakeside,2Story,Detached,Average,344000
13248,3,2,1966,2019,660.0,3113,1,0,1,2,6,2,1,146.0,200,2019,2,Old Town,1.5Story,None,Excellent,427900
17308,2,3,1990,1953,2093.0,3966,1,0,4,1,7,0,1,305.0,0,2023,10,Greenfield,SplitLevel,BuiltIn,Poor,480000
4585,3,8,1984,2001,12.0,1252,2,1,4,2,7,0,0,711.0,0,2023,11,Lakeside,2Story,Detached,Poor,237200
18876,4,4,1992,1950,679.0,3159,3,1,3,2,8,2,3,395.0,0,2016,11,Riverside,1Story,BuiltIn,Fair,439800
14363,10,9,2021,1979,480.0,4492,1,1,4,1,8,1,0,623.0,0,2019,6,Northgate,1.5Story,Attached,Average,591700
7644,4,6,1974,1954,1170.0,2660,1,1,1,1,3,2,0,750.0,0,2022,11,Northgate,1Story,Attached,Fair,372600
